"hist1";"hist2";"hist3";"hist4";"hist5";"hist6";"hist7";"hist8";"hist9";"hist10";"histn";"geo1";"geo2";"geo3";"geo4";"geo5";"geo6";"geo7";"geo8";"geo9";"geo10";"geon";"eco1";"eco2";"eco3";"eco4";"eco5";"eco6";"eco7";"eco8";"eco9";"eco10";"econ";"litt1";"litt2";"litt3";"litt4";"litt5";"litt6";"litt7";"litt8";"litt9";"litt10";"littn";"mat1";"mat2";"mat3";"mat4";"mat5";"mat6";"mat7";"mat8";"mat9";"mat10";"matn";"sport1";"sport2";"sport3";"sport4";"sport5";"sport6";"sport7";"sport8";"sport9";"sport10";"sportn";"sexe";"annee";"bac"
"71";"Le griffon";"Allemagne";"Rome";"Louis XVII";"Angleterre";"Neil Armstrong";"1000 ans";"François 1er";"La Sorbonne";"Cronos et Rhéa";7;"Cuba";"Les maoris";"Le pôle sud";"La Turquie";"L'Espagne";"L'Allemagne";32;"Le Danube";"Le Kenya";8;6;"Taux";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";8;"Le renard";"Hansel et Gretel";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"La lettre à Élise";"Un peintre";4;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Ole Römer";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des réels";"7 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";6;1;"Italie";"La pétanque";"Le basket-ball";"300 points";"Orange";"Les attaquants";16;4;1903;82;4;"Un homme";"L1";"Bac ES"
"72";"Le griffon";"Chine";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";10;"Cuba";"Les aborigènes";"Le pôle sud";"La Russie";"L'Allemagne";"L'Allemagne";24;"Le Danube";"La Tanzanie";4;8;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";6;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Florence";"Fidelio";"Un peintre";6;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Albert Einstein";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des complexes";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;6;"Italie";"La pétanque";"Le basket-ball";"300 points";"Bleue";"Le goal";16;4;1896;75;5;"Un homme";"L1";"Bac S"
"73";"Le sphinx";"Allemagne";"Lisbonne";"Napoléon II";"Angleterre";"Neil Armstrong";"500 ans";"Henri IV";"Jussieu";"Cronos et Rhéa";7;"Cuba";"Les maoris";"Le pôle nord";"La Russie";"L'Allemagne";"La Chine";12;"Le Danube";"Le Kenya";6;7;"Taux";"Les ressources sont limités";"Adam Smith";"Une Crise monétaire";"Un prix";"Le gouvernement";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Unité de compte";"La hausse du prix modifie la quantité consommée";5;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Florence";"Fidelio";"Un compositeur d’opéra";7;"exponentielle";"On ne peut pas dépasser la vitesse de la lumière";"La vitesse de la lumière dans le vide";"Nicolas Tesla";"La fusion d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";6;4;"Italie";"La pétanque";"Le volley-ball";"300 points";"Verte";"Les centraux";16;4;1940;82;5;"Un homme";"L1";"Bac ES"
"74";"Le griffon";"Chine";"Rome";"Louis XVII";"Angleterre";"Neil Armstrong";"1000 ans";"François 1er";"Nanterre";"Hypérion et Rhéa";5;"Cuba";"Les maoris";"Le pôle nord";"L'Ukraine";"L'Allemagne";"L'Allemagne";24;"La Volga";"Le Monténégro";10;2;"Taux";"Les ressources sont limités";"Adam Smith";"La Crise des subprimes";"Une quantité";"Le gouvernement";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La baisse du prix modifie la quantité consommée";2;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Flicka";"Voltaire";"Cosette";"Venise";"La lettre à Élise";"Un peintre";3;"expodentielle";"La découvert du photon";"La vitesse d’un objet dans le vide";"Albert Einstein";"La fission d’atomes d’uranium";"Laplace et Galton";"L'ensemble des réels";"7 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";7;1;"Italie";"Le surf";"Le volley-ball";"400 points";"Bleue";"Les centraux";8;5;1896;88;3;"Un homme";"L1";"Bac STMG"
"75";"Le griffon";"Chine";"Lisbonne";"Louis XVII";"France";"Yuri Gagarine";"750 ans";"Charlemagne";"La Sorbonne";"Cronos et Rhéa";6;"Cuba";"Les maoris";"Le pôle nord";"La Russie";"L'Allemagne";"La Chine";12;"Le Danube";"Le Kenya";4;4;"Taxe";"Les ressources sont limités";"Karl Marx";"Le choc pétrolier";"Un prix";"Les entreprises";"La hausse du prix du baril de pétrole";"Le coût total des dépenses faites pendant la durée des études";"Intermédiaire des échanges";"La hausse du prix ne modifie pas la quantité consommée";2;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Florence";"Fidelio";"Un compositeur d’opéra";5;"exponentielle";"La découvert du photon";"La vitesse de rotation de la terre";"Nicolas Tesla";"La fusion d’atomes d’uranium";"Laplace et Galton";"L'ensemble des réels";"8 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";6;1;"Italie";"Le surf";"Le volley-ball";"600 points";"Bleue";"Les attaquants";16;4;1896;72;3;"Un homme";"L1";"Bac ES"
"76";"Le succube";"France";"Lisbonne";"Napoléon";"Angleterre";"Yuri Gagarine";"750 ans";"Louis XIV";"La Sorbonne";"Cronos et Rhéa";6;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";24;"Le Danube";"Le Kenya";6;6;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";4;"Le renard";"Hansel et Gretel";"Une toupie";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Florence";"La lettre à Élise";"Un compositeur d’opéra";5;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"7 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;5;"Italie";"La pétanque";"Le handball";"200 points";"Bleue";"Le goal";16;6;1903;88;5;"Un homme";"L1";"Bac S"
"77";"Le griffon";"Chine";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"François 1er";"La Sorbonne";"Hypérion et Rhéa";5;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";12;"Le Rhin";"Le Sri-Lanka";6;5;"Taxe";"Les ressources sont limités";"Adam Smith";"Une Crise monétaire";"Un type de production";"Les entreprises";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";7;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Luc";"Bucéphale";"Voltaire";"Fantine";"Florence";"La lettre à Élise";"Un compositeur d’opéra";4;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;4;"Italie";"La pétanque";"Le volley-ball";"200 points";"Verte";"Les centraux";24;4;1903;88;7;"Un homme";"L2";"Bac S"
"78";"Le sphinx";"Angleterre";"Bruxelles";"Napoléon II";"Angleterre";"Neil Armstrong";"750 ans";"Henri IV";"La Sorbonne";"Hypérion et Rhéa";6;"Cuba";"Les maoris";"Le pôle sud";"La Russie";"L'Allemagne";"La Russie";12;"Le Danube";"Le Kenya";6;6;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Réserve de valeur";"La hausse du prix ne modifie pas la quantité consommée";7;"Le renard";"Le chat botté";"Un dé";"Jean-Baptiste";"Rossinante";"Voltaire";"Fantine";"Vérone";"l’hymne à la joie";"Un compositeur d’opéra";5;"exponentielle";"La découvert du photon";"La vitesse d’un objet dans le vide";"Nicolas Tesla";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";6;7;"Italie";"La pétanque";"Le volley-ball";"300 points";"Bleue";"Les centraux";24;4;1940;75;6;"Une femme";"L3";"Bac S"
"79";"Le griffon";"Allemagne";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Coéos et Théia";6;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";12;"Le Rhin";"La Tanzanie";6;5;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"Les entreprises";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";5;"Le renard";"Le chat botté";"Une bague";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Naples";"l’hymne à la joie";"Un écrivain";3;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Albert Einstein";"La fission d’atomes d’uranium";"Laplace et Galton";"L'ensemble des complexes";"7 ème";"Étudier la fonction √x sur ]-∞ à 0]";6;5;"Brésil";"Le rugby à sept";"Le volley-ball";"300 points";"Bleue";"Les attaquants";12;4;1903;82;4;"Une femme";"L1";"Bac S"
"80";"Le sphinx";"Allemagne";"Rome";NA;"Angleterre";"Yuri Gagarine";"1500 ans";"Henri IV";"Nanterre";NA;7;"Cuba";"Les aborigènes";NA;"La Russie";"L'Allemagne";"L'Allemagne";NA;"La Loire";"Le Kenya";8;8;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";10;"Le renard";"Le chat botté";NA;"Jean-Baptiste";NA;"Voltaire";"Cosette";"Vérone";"Don Giovanni";"Un peintre";8;"exponentielle";NA;NA;NA;NA;NA;"L'ensemble des réels";NA;NA;NA;1;"Italie";NA;"Le volley-ball";NA;"Bleue";NA;NA;NA;NA;NA;3;"Une femme";"L2";"Bac ES"
"81";"Le sphinx";"Angleterre";"Rome";"Napoléon";"Suisse";"Neil Armstrong";"1000 ans";"Charlemagne";"Panthéon-Assas";"Cronos et Rhéa";4;"Cuba";"Les aborigènes";"Le pôle sud";"La Russie";"L'Espagne";"La Chine";12;"Le Danube";"La Tanzanie";8;4;"Taux";"Les ressources sont limités";"Adam Smith";"La Crise des subprimes";"Un prix";"L’intérêt personnel et les prix";"La hausse des taxes";"Le coût total des dépenses faites pendant la durée des études";"Redistributif";"La baisse du prix modifie la quantité consommée";6;"Le renard";"Le chat botté";"Une bague";"Jean-Luc";"Pilgrim";"Voltaire";"Cosette";"Venise";"Don Giovanni";"Un écrivain";5;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Albert Einstein";"La fusion d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"7 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";6;3;"France";"Le surf";"Le tennis";"200 points";"Bleue";"Les attaquants";16;5;1740;88;3;"Une femme";"L3";"Bac ES"
"82";"Le sphinx";"Chine";"Rome";"Napoléon";"Suisse";"Yuri Gagarine";"750 ans";"Charlemagne";"Nanterre";"Cronos et Rhéa";8;"Panama";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"La Chine";12;"Le Danube";"Le Sri-Lanka";4;5;"Taxe";"Les ressources sont limités";"Adam Smith";"Une Crise monétaire";"Un prix";"Les entreprises";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";5;"Le renard";"Le chat botté";"Une bague";"Jean-Baptiste";"Rossinante";"Molière";"Eponine";"Vérone";"La lettre à Élise";"Un peintre";4;"exponentielle";"E = mc^2";"La vitesse de la lumière dans le vide";"Galilée";"La fusion d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des réels";"6 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";6;4;"Allemagne";"La pétanque";"Le tennis";"400 points";"Bleue";"Le goal";16;5;1940;88;3;"Une femme";"L1";"Bac ES"
"83";"Le sphinx";"Allemagne";"Lisbonne";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Louis XIV";"La Sorbonne";"Cronos et Rhéa";7;"Cuba";"Les maoris";"Le pôle nord";"La Russie";"L'Allemagne";"L'Allemagne";24;"Le Danube";"La Tanzanie";8;8;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";7;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"Don Giovanni";"Un peintre";5;"exponentielle";"La découvert du photon";"La vitesse d’un objet dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des complexes";"7 ème";"La somme de tout les entiers positif (donc de 1 à +∞) est égal à -1/12";6;4;"Italie";"Le surf";"Le volley-ball";"400 points";"Jaune";"Les défenseurs";24;6;1896;72;4;"Un homme";"L3";"Bac ES"
"84";"Le sphinx";"France";"Rome";"Napoléon";"France";"Neil Armstrong";"750 ans";"Henri IV";"La Sorbonne";"Coéos et Théia";4;"Panama";"Les aborigènes";"Le pôle nord";"La Russie";"L'Allemagne";"La Russie";24;"La Loire";"Le Monténégro";6;2;"Taxe";"Les ressources sont limités";"Thomas Malthus";"Le choc pétrolier";"Un prix";"Les entreprises";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"Un bien dont le prix ne peut pas varier";5;"Le renard";"Hansel et Gretel";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"l’hymne à la joie";"Un peintre";4;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Albert Einstein";"La fusion d’atomes d’uranium";"Laplace et Galton";"L'ensemble des complexes";"5 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;4;"Allemagne";"La pétanque";"Le volley-ball";"400 points";"Bleue";"Les attaquants";24;5;1940;72;3;"Une femme";"L1";"Bac ES"
"85";"Le griffon";"Allemagne";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";8;"Cuba";"Les aborigènes";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";24;"Le Danube";"Le Kenya";6;7;"Taux";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"Les entreprises";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";6;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Naples";"Don Giovanni";"Un peintre";5;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des réels";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";10;5;"Italie";"Le surf";"Le volley-ball";"300 points";"Bleue";"Les défenseurs";16;4;1940;82;4;"Un homme";"L1";"Bac S"
"86";"Le sphinx";"France";"Bruxelles";"Louis XVII";"France";"Neil Armstrong";"1000 ans";"Louis XIV";"La Sorbonne";"Cronos et Rhéa";3;"Cuba";"Les maoris";"Le pôle nord";"L'Ukraine";"La France";"La Chine";12;"Le Danube";"La Tanzanie";4;6;"Taxe";"Les gouvernements restreignent les quantités de ressources";"Thomas Malthus";"Le choc pétrolier";"Une quantité";"Les entreprises";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Réserve de valeur";"Un bien dont le prix ne peut pas varier";2;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Florence";"Don Giovanni";"Un écrivain";5;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Nicolas Tesla";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des complexes";"7 ème";"La somme de tout les entiers positif (donc de 1 à +∞) est égal à -1/12";7;6;"Italie";"La pétanque";"Le volley-ball";"300 points";"Orange";"Les attaquants";16;4;1940;75;7;"Un homme";"L1";"Bac S"
"87";"Le sphinx";"Allemagne";"Lisbonne";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"François 1er";"Nanterre";"Cronos et Rhéa";10;"Martinique";"Les maoris";"Le pôle sud";"La Turquie";"L'Allemagne";"La Chine";12;"Le Rhin";"Le Kenya";8;7;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"Les entreprises";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"Un bien dont le prix ne peut pas varier";8;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Vérone";"Don Giovanni";"Un écrivain";7;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"7 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;8;"Italie";"La pétanque";"Le volley-ball";"300 points";"Bleue";"Les centraux";16;4;1740;88;6;"Un homme";"L1";"Bac ES"
"88";"Le griffon";"Angleterre";"Rome";"Louis XVII";"Allemagne";"Neil Armstrong";"750 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";4;"Cuba";"Les aborigènes";"L'équateur";"La Russie";"La France";"La Chine";32;"Le Danube";"La Tanzanie";8;3;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"Les entreprises";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";7;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Pierre";"Pilgrim";"Voltaire";"Cosette";"Florence";"Fidelio";"Un peintre";5;"exponentielle";"E = mc^2";"La vitesse de rotation de la terre";"Galilée";"La fission d’atomes de plutonium";"Laplace et Galton";"L'ensemble des réels";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";6;4;"Italie";"Le surf";"Le volley-ball";"400 points";"Bleue";"Le goal";12;5;1896;82;2;"Un homme";"L1";"Bac ES"
"89";"Le sphinx";"Chine";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"Nanterre";"Cronos et Rhéa";10;"Cuba";"Les maoris";"Le pôle sud";"La Turquie";"L'Allemagne";"L'Allemagne";24;"La Volga";"La Tanzanie";8;10;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";10;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"Fidelio";"Un peintre";10;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";6;10;"Italie";"La pétanque";"Le volley-ball";"300 points";"Bleue";"Les attaquants";16;4;1896;88;10;"Un homme";"L3";"Bac STMG"
"90";"Le sphinx";"Chine";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"Nanterre";"Cronos et Rhéa";10;"Cuba";"Les maoris";"Le pôle sud";"La Turquie";"L'Allemagne";"L'Allemagne";24;"La Volga";"La Tanzanie";8;10;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";10;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"Fidelio";"Un peintre";10;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";6;10;"Italie";"La pétanque";"Le volley-ball";"300 points";"Bleue";"Les attaquants";16;4;1896;88;10;"Un homme";"L3";"Bac S"
"91";"Le griffon";"Allemagne";"Rome";"Louis XVI";"France";"Buzz Aldrin";"750 ans";"Charlemagne";"La Sorbonne";"Cronos et Rhéa";3;"Panama";"Les aborigènes";"L'équateur";"La Russie";"Le Royaume-Uni";"La Russie";12;"Le Danube";"Le Sri-Lanka";6;3;"Taxe";"Les ressources sont limités";"Karl Marx";"Le Krash boursier";"Un prix";"Les entreprises";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Réserve de valeur";"La baisse du prix modifie la quantité consommée";3;"Le renard";"Le chat botté";"Un dé";"Pierre-Louis";"Bucéphale";"Voltaire";"Cosette";"Florence";"Don Giovanni";"Un peintre";3;"exponentielle";"La découvert du photon";"La vitesse d’un objet dans le vide";"Galilée";"La fusion d’atomes de plutonium";"Gausse et Laplace";"L'ensemble des réels";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;2;"Allemagne";"Le rugby à sept";"Le tennis";"300 points";"Orange";"Les centraux";16;5;1940;75;2;"Une femme";"L3";"Bac ES"
"92";"Le sphinx";"France";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"François 1er";"Nanterre";"Cronos et Rhéa";7;"Cuba";"Les aborigènes";"Le pôle sud";"La Russie";"L'Allemagne";"L'Allemagne";24;"La Volga";"La Tanzanie";8;6;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La baisse du prix modifie la quantité consommée";8;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Pilgrim";"Voltaire";"Cosette";"Vérone";"Fidelio";"Un écrivain";4;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Nicolas Tesla";"La fusion d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;5;"Italie";"Le rugby à sept";"Le volley-ball";"200 points";"Verte";"Les centraux";8;5;1896;88;4;"Un homme";"L1";"Bac S"
"93";"Le sphinx";"Allemagne";"Lisbonne";"Napoléon II";"Suisse";"Buzz Aldrin";"1000 ans";"François 1er";"Panthéon-Assas";"Coéos et Théia";2;"Jamaïque";"Les maoris";"Le pôle sud";"La Turquie";"L'Allemagne";"La Chine";32;"Le Danube";"Le Sri-Lanka";4;3;"Taxe";"Les ressources sont limités";"David Ricardo";"Le Krash boursier";"Une quantité";"Les entreprises";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";5;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Vérone";"l’hymne à la joie";"Un écrivain";5;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Galilée";"La fusion d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"7 ème";"Étudier la fonction √x sur ]-∞ à 0]";6;5;"Italie";"Le surf";"Le handball";"300 points";"Bleue";"Les défenseurs";12;7;1903;82;4;"Une femme";"L3";"Bac S"
"94";"Le sphinx";"Allemagne";"Rome";"Louis XVII";"Allemagne";"Buzz Aldrin";"750 ans";"François 1er";"Nanterre";"Cronos et Rhéa";3;"Cuba";"Les maoris";"Le pôle nord";"L'Ukraine";"L'Allemagne";"L'Allemagne";12;"Le Danube";"Le Sri-Lanka";6;2;"Taux";"Les ressources sont limités";"Adam Smith";"Le choc pétrolier";"Un type de production";"Les entreprises";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"Un bien dont le prix ne peut pas varier";4;"Le renard";"Le chat botté";"Une photo";"Pierre-Louis";"Pilgrim";"Molière";"Cosette";"Florence";"l’hymne à la joie";"Un peintre";2;"expodentielle";"E = mc^2";"La vitesse de la lumière dans le vide";"Galilée";"La fusion d’atomes de plutonium";"Galton et Quetelet";"L'ensemble des rationnels";"6 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";7;1;"Italie";"La pétanque";"Le basket-ball";"400 points";"Bleue";"Le goal";12;6;1940;82;3;"Une femme";"L1";"Bac ES"
"95";"Le griffon";"Angleterre";"Lisbonne";"Napoléon II";"Suisse";"Yuri Gagarine";"1000 ans";"Charlemagne";"La Sorbonne";"Cronos et Rhéa";2;"Jamaïque";"Les néo-zélandais";"Le pôle nord";"La Russie";"La France";"La Chine";6;"Le Rhin";"Le Kenya";8;2;"Taux";"Les ressources sont limités";"Karl Marx";"Le Krash boursier";"Un type de production";"Les entreprises";"La hausse des taxes";"Le coût total des dépenses faites pendant la durée des études";"Redistributif";"Un bien dont le prix ne peut pas varier";4;"Le loup";NA;NA;"Jean-Baptiste";NA;"Voltaire";NA;"Venise";NA;NA;1;"exponentielle";"La découvert du photon";NA;"Ole Römer";NA;NA;"L'ensemble des entiers relatifs";"7 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";NA;2;"Allemagne";"Le rugby à sept";"Le tennis";NA;"Verte";NA;NA;NA;1896;NA;2;"Une femme";"L1";"Bac ES"
